Date,Log_Close_XOM,Log_Close_CVX,Spread,Rolling_Mean,Rolling_Std,Long_Signal,Short_Signal,Exit_Signal,Return_CVX,Return_XOM,Strategy_Return,Cumulative_Strategy_Returns
2010-01-04,4.0247800988361915,4.128520520689239,-0.0013259135456564763,,,False,False,False,,,0.0,1.0
2010-01-05,4.028703210968663,4.1355824702383455,0.001203911624715559,,,False,False,False,0.007061949549106217,0.003923112132471651,0.0,1.0
2010-01-06,4.037333196393592,4.135694417399402,-0.008653819880481528,,,False,False,False,0.00011194716105666913,0.00862998542492921,0.0,1.0
2010-01-07,4.034187539397548,4.131913270540864,-0.008800987317198583,,,False,False,False,-0.0037811468585378094,-0.0031456569960441882,0.0,1.0
2010-01-08,4.030161533445187,4.133693472286012,-0.002369794443197293,,,False,False,False,0.0017802017451478136,-0.0040260059523609115,0.0,1.0
2010-01-11,4.041295341132285,4.1512760984754244,0.002350644905018129,,,False,False,False,0.01758262618941231,0.011133807687097708,0.0,1.0
2010-01-12,4.036309293468988,4.145449505539369,0.0022841188254032474,,,False,False,False,-0.005826592936055697,-0.004986047663297022,0.0,1.0
2010-01-13,4.03229183781909,4.137834993296629,-0.0006892799144448958,,,False,False,False,-0.0076145122427400125,-0.004017455649897528,0.0,1.0
2010-01-14,4.032433696882349,4.134702449061045,-0.00398570499187656,,,False,False,False,-0.003132544235583623,0.00014185906325892006,0.0,1.0
2010-01-15,4.0242439345426115,4.130660419337763,0.0014333819449365848,,,False,False,False,-0.004042029723281715,-0.008189762339737783,0.0,1.0
2010-01-19,4.026565239800811,4.136333875161029,0.004425179993475581,,,False,False,False,0.005673455823265172,0.002321305258199402,0.0,1.0
2010-01-20,4.008459823064931,4.116937410874735,0.005944763427720545,,,False,False,False,-0.01939646428629338,-0.018105416735879842,0.0,1.0
2010-01-21,3.9887247536915234,4.092208950091679,0.004014985425840223,,,False,False,False,-0.024728460783055795,-0.019735069373407743,0.0,1.0
2010-01-22,3.9797003453160604,4.070325056377881,-0.00744357762673431,,,False,False,False,-0.02188389371379884,-0.009024408375462922,0.0,1.0
2010-01-25,3.975936331171799,4.069761526961248,-0.0036587785508164217,,,False,False,False,-0.0005635294166328464,-0.0037640141442616404,0.0,1.0
2010-01-26,3.9769864362787977,4.064417858979948,-0.010215566829205436,,,False,False,False,-0.0053436679812994825,0.0010501051069988776,0.0,1.0
2010-01-27,3.9711783130368286,4.058320069044732,-0.009603597764230365,,,False,False,False,-0.006097789935216369,-0.00580812324196911,0.0,1.0
2010-01-28,3.962278761759188,4.0520631699654945,-0.005579405724166264,,,False,False,False,-0.006256899079237321,-0.008899551277640416,0.0,1.0
2010-01-29,3.9540858298005324,4.036680138027562,-0.01149765934088176,,,False,False,False,-0.015383031937932223,-0.00819293195865578,0.0,1.0
2010-02-01,3.98095187486701,4.056677308492342,-0.022537138784245236,,,False,False,False,0.019997170464780112,0.026866045066477717,0.0,1.0
2010-02-02,3.9926071049841845,4.068462492507996,-0.02421650810535869,,,False,False,False,0.011785184015653982,0.011655230117174398,0.0,1.0
2010-02-03,3.98724178897382,4.0516284138133685,-0.03485237510756356,,,False,False,False,-0.01683407869462794,-0.005365316010364385,0.0,1.0
2010-02-04,3.9585821112081003,4.026208466455131,-0.027163601658779513,,,False,False,False,-0.025419947358237494,-0.02865967776571976,0.0,1.0
2010-02-05,3.9598412688836215,4.023546490913385,-0.03128020276441479,,,False,False,False,-0.0026619755417458535,0.0012591576755212053,0.0,1.0
