Date,Log_Close_XOM,Log_Close_CVX,Spread
2010-11-17,2.575965380734967,3.341376603343616,-0.11876956882566247
2010-11-18,2.5417594613807832,3.376768067738981,-0.05027022679054571
2010-11-19,2.551786178627545,3.378917688971074,-0.05782545588850452
2010-11-22,2.5467070506934473,3.3735520808418307,-0.05827498079783622
2010-11-23,2.5154358548228233,3.3487806494370247,-0.052779050702630226
2010-11-24,2.5312334649427006,3.3558163996218138,-0.06103379271112974
2010-11-26,2.540577847158461,3.365362928652939,-0.06053168256596031
2010-11-29,2.5380523939970874,3.365362928652939,-0.05808729879173935
2010-11-30,2.530676384032189,3.3770412917843964,-0.039269702451583566
2010-12-01,2.5627160963585363,3.3938706062756943,-0.05345159582550618
2010-12-02,2.582033360518723,3.3909786814678236,-0.07504068271015019
2010-12-03,2.583091481696731,3.3872674761286574,-0.07977604255680903
2010-12-06,2.574061561098893,3.385203491907806,-0.07309997500023879
2010-12-07,2.5686348653187125,3.3909786814678236,-0.06207229162422312
2010-12-08,2.576573838313824,3.3843902633457743,-0.07634483435014117
2010-12-09,2.5807469920616675,3.3635647401886004,-0.10120954915203795
2010-12-10,2.5789281207758328,3.3656047457367673,-0.0974090597721009
2010-12-13,2.563409711275944,3.365362928652939,-0.08263062268395505
2010-12-14,2.5601687176217935,3.3679507878685198,-0.0769058087143808
2010-12-15,2.5680215564985067,3.359680701459222,-0.09277665059418228
2010-12-16,2.5813525480562527,3.359680701459222,-0.10567970496732615
2010-12-17,2.583091481696731,3.3712191581424693,-0.09582436054299714
2010-12-20,2.5861085302969675,3.36404918602665,-0.10591453120268612
2010-12-21,2.5944334743152426,3.3667784547916964,-0.11124296803709877
2010-12-22,2.5944334743152426,3.397891924653429,-0.08012949817536619
2010-12-23,2.582033360518723,3.3947097155266013,-0.07130964865137246
2010-12-27,2.58731280561939,3.388686107725084,-0.08244322647266378
2010-12-28,2.5789281207758328,3.4092978176960234,-0.05371598781284481
2010-12-29,2.579534778866783,3.428974662661602,-0.034626326651226336
2010-12-30,2.576573838313824,3.4508760398927025,-0.009859057803212945
2010-12-31,2.5824869781268642,3.4519855484942603,-0.014472871746205929
2011-01-03,2.609554954353111,3.457451683212029,-0.035205806130337525
2011-01-04,2.617176830752684,3.479792888799827,-0.020241807645482446
2011-01-05,2.646032943351684,3.484250936797441,-0.04371356428765294
2011-01-06,2.664446563620078,3.5058276307402383,-0.03995939633629009
2011-01-07,2.667019851544218,3.50786704001861,-0.04041067005468646
2011-01-10,2.6691707630412926,3.497113438491982,-0.053246136825797485
2011-01-11,2.667575368536492,3.501977422945872,-0.0468379715093743
2011-01-12,2.690836220367522,3.4986265269937014,-0.07270302438988274
2011-01-13,2.6892071133007303,3.489543977960722,-0.0802087622028238
2011-01-14,2.6876433913245474,3.4877114127736024,-0.08052780233850454
2011-01-18,2.690225616189658,3.4832073837117314,-0.08753116445402576
2011-01-19,2.646671128092365,3.466548072900285,-0.062034126603824014
2011-01-20,2.6399141053352406,3.4606605449329444,-0.061381538507172984
2011-01-21,2.6492905058952876,3.462229763470439,-0.06888772938139365
2011-01-24,2.648158643861604,3.472928722339504,-0.05709324229897339
