Date,Open,High,Low,Close,Volume,OpenInt,Log_Close
2011-05-17,26.64,26.87,26.398,26.631,13030151,0,3.282075950754292
2011-05-18,26.605,27.076,26.545,26.99,11616781,0,3.2954664270299134
2011-05-19,26.999,27.222,26.811,26.946,11185834,0,3.293834863333656
2011-05-20,26.853,26.973,26.631,26.7,8437742,0,3.2846635654062037
2011-05-23,26.27,26.682,26.118,26.511,10476049,0,3.277559741203977
2011-05-24,26.656,26.716,26.118,26.398,10251796,0,3.273288249706763
2011-05-25,26.168,26.87,26.118,26.777,16709112,0,3.287543310089449
2011-05-26,26.614,26.631,26.134,26.27,13984656,0,3.2684276036974484
2011-05-27,26.349,26.956,26.193,26.785,10568628,0,3.2878420293329236
2011-05-31,26.922,27.29,26.656,27.238,26652585,0,3.304613057146766
2011-06-01,27.145,27.145,25.819,25.885,22317379,0,3.253663650353865
2011-06-02,25.97,26.168,25.174,25.345,26187732,0,3.2325814719243127
2011-06-03,25.072,25.313,24.747,24.936,25644563,0,3.216312542465036
2011-06-06,24.852,25.183,24.447,24.455,15662879,0,3.1968346939913204
2011-06-07,24.738,24.868,24.309,24.644,17838354,0,3.204533463152324
2011-06-08,24.423,25.123,24.319,24.711,19305234,0,3.2072484886272212
2011-06-09,24.899,25.328,24.756,25.218,15849455,0,3.2275580252510347
2011-06-10,25.09,25.09,24.533,24.703,13700653,0,3.206924693748446
2011-06-13,24.669,24.899,24.223,24.482,11434356,0,3.197938153653321
2011-06-14,24.756,25.251,24.711,24.927,12785830,0,3.215951553350954
2011-06-15,24.635,24.927,24.524,24.79,13614222,0,3.210440346047099
2011-06-16,24.576,24.823,24.112,24.482,16427109,0,3.197938153653321
2011-06-17,24.601,24.882,24.463,24.832,19540356,0,3.2121331440008083
2011-06-20,24.72,25.337,24.635,25.277,10365047,0,3.229894891350634
2011-06-21,25.268,25.688,25.201,25.337,14708522,0,3.2322657779869606
2011-06-22,25.363,25.845,25.26,25.663,18113107,0,3.2450502658376634
2011-06-23,25.287,25.858,25.106,25.809,16092921,0,3.2507232683073206
2011-06-24,25.772,25.946,25.398,25.621,58221724,0,3.2434123277131044
2011-06-27,25.507,26.082,25.345,25.912,17923934,0,3.254706181869028
2011-06-28,25.97,26.366,25.845,26.118,14811168,0,3.2626247317982155
2011-06-29,26.366,26.366,25.903,25.946,14719207,0,3.256017455148821
2011-06-30,25.93,26.168,25.876,25.996,21592932,0,3.2579426800321025
2011-07-01,25.988,26.425,25.621,26.185,20964814,0,3.265186727731451
2011-07-05,26.435,26.853,26.185,26.425,10225636,0,3.2743105317563015
2011-07-06,26.861,27.126,26.622,26.709,16582372,0,3.2850005872596437
2011-07-07,27.222,27.47,27.102,27.231,15521238,0,3.3043560302126
2011-07-08,26.757,27.145,26.682,27.041,11474424,0,3.2973542327394574
2011-07-11,26.57,26.716,26.159,26.331,9668319,0,3.27074695227809
2011-07-12,25.894,26.492,25.705,26.27,12272943,0,3.2684276036974484
2011-07-13,26.435,26.802,26.211,26.331,9449245,0,3.27074695227809
2011-07-14,26.416,26.519,25.714,25.772,12509928,0,3.249288631276396
2011-07-15,26.024,26.219,25.277,25.484,12133001,0,3.2380508042542417
2011-07-18,25.322,25.391,24.507,24.918,16135364,0,3.2155904338766716
2011-07-19,25.004,25.251,24.627,25.116,11934398,0,3.223505093251863
2011-07-20,25.218,25.244,24.876,25.039,8113029,0,3.220434609332194
2011-07-21,25.166,25.705,24.969,25.656,14235823,0,3.2447774623908536
2011-07-22,25.663,25.938,25.587,25.772,9029611,0,3.249288631276396
2011-07-25,25.287,25.552,25.166,25.26,9911124,0,3.229222116922345
2011-07-26,25.407,25.431,24.797,24.909,10756304,0,3.2152291839480034
2011-07-27,24.747,24.832,23.999,24.095,16927955,0,3.182004350092296
2011-07-28,24.189,24.747,23.993,24.064,12874508,0,3.1807169477674293
2011-07-29,23.651,24.064,23.385,23.701,14084345,0,3.1655172413437667
2011-08-01,24.729,24.729,23.719,24.037,14888453,0,3.1795943098665247
2011-08-02,23.761,24.055,23.136,23.162,21204237,0,3.142513004762186
2011-08-03,23.145,23.265,22.375,23.265,18446276,0,3.146950085296612
2011-08-04,23.256,23.292,22.017,22.254,45155248,0,3.102521767735509
2011-08-05,22.324,22.657,20.97,22.529,40674067,0,3.114803368195006
2011-08-08,21.071,21.708,20.371,21.039,38010199,0,3.046377858222883
2011-08-09,21.484,21.886,20.549,21.869,30974528,0,3.085070108906186
2011-08-10,21.117,21.407,20.406,20.482,24085698,0,3.019546451653246
2011-08-11,20.644,22.41,20.644,22.103,29361029,0,3.0957133459173054
2011-08-12,22.521,22.694,21.828,22.048,21787035,0,3.093221894831248
2011-08-15,22.272,22.724,22.084,22.624,15133661,0,3.1190112897141624
2011-08-16,22.452,22.853,21.998,22.118,11798560,0,3.0963917566531682
2011-08-17,22.299,22.34,21.321,21.357,14075521,0,3.0613795547898457
2011-08-18,20.541,20.621,19.926,20.209,18462689,0,3.006128049736111
2011-08-19,19.908,20.071,18.591,18.977,40153061,0,2.943227719571842
2011-08-22,19.301,19.455,18.136,18.591,31481653,0,2.92267759264808
2011-08-23,18.648,18.89,18.162,18.89,23250853,0,2.9386326815134183
2011-08-24,18.744,19.172,18.468,19.156,16795642,0,2.952615982480363
2011-08-25,19.258,19.472,18.925,19.095,12760952,0,2.9494265206774797
2011-08-26,19.01,19.762,18.668,19.581,11880431,0,2.97455970832119
2011-08-29,19.952,20.519,19.926,20.371,12324116,0,3.0141123208354204
2011-08-30,20.09,20.327,19.737,20.191,9508785,0,3.005236960568237
2011-08-31,20.439,20.97,20.406,20.576,14389347,0,3.024125348055209
2011-09-01,20.626,20.766,19.617,19.722,19727390,0,2.9817347639101373
2011-09-02,19.189,19.31,18.61,18.898,16446200,0,2.939056096360434
2011-09-06,18.367,18.478,17.879,18.358,16678020,0,2.9100654467968994
2011-09-07,18.685,19.729,18.685,19.577,15641550,0,2.974355407794406
2011-09-08,19.515,19.805,19.044,19.25,13714216,0,2.9575110607337933
2011-09-09,19.146,19.224,18.385,18.633,13906568,0,2.9249342022452756
2011-09-12,18.112,18.795,17.982,18.726,10879830,0,2.9299129325166975
2011-09-13,18.726,19.121,18.411,18.837,12976120,0,2.935823020800082
2011-09-14,19.061,19.258,18.514,18.992,13529618,0,2.944017837867312
2011-09-15,19.342,19.515,18.967,19.435,9342912,0,2.9670755643041864
2011-09-16,19.422,19.498,19.13,19.36,9213434,0,2.963209081848431
2011-09-19,18.907,19.839,18.882,19.737,16367096,0,2.9824950467719704
2011-09-20,19.737,19.78,19.199,19.206,11068968,0,2.955222730215781
2011-09-21,19.181,19.435,18.17,18.224,11427468,0,2.902739406704826
2011-09-22,17.632,17.973,17.16,17.332,20160702,0,2.852554503877663
2011-09-23,16.929,18.224,16.929,17.982,16024833,0,2.889371257562581
2011-09-26,18.255,18.358,17.579,18.049,9833181,0,2.8930902815821113
2011-09-27,18.496,18.694,18.049,18.143,13045691,0,2.898284811388026
2011-09-28,18.152,18.358,17.442,17.477,11789587,0,2.860885730784224
2011-09-29,17.742,17.955,17.222,17.777,12583565,0,2.8779054869405485
2011-09-30,17.501,17.555,17.212,17.279,11806374,0,2.8494918913309846
2011-10-03,17.246,17.897,16.826,16.894,16213225,0,2.826958529305305
2011-10-04,16.655,18.377,16.312,18.342,27628619,0,2.9091935121367523
2011-10-05,18.265,19.087,17.777,19.07,19978806,0,2.9481164196123277
2011-10-06,19.113,19.352,18.625,19.137,15750067,0,2.951623633927928
2011-10-07,19.335,19.635,18.685,18.847,16883045,0,2.936353750034491
2011-10-10,19.276,19.66,19.146,19.37,13186714,0,2.9637254774189046
2011-10-11,19.206,19.43,19.078,19.267,11976736,0,2.9583937878986233
2011-10-12,19.645,20.525,19.577,20.046,20144935,0,2.9980296326026745
2011-10-13,20.021,20.021,19.267,19.824,11482663,0,2.9868933248867866
2011-10-14,20.277,20.689,20.002,20.689,17178823,0,3.029602158061606
2011-10-17,20.698,20.714,19.824,19.849,10047159,0,2.9881536280304406
2011-10-18,19.858,20.439,19.498,20.157,16438898,0,3.0035516226061225
2011-10-19,20.124,20.166,19.66,19.772,8865829,0,2.9842667954447126
2011-10-20,19.712,19.849,19.276,19.66,11080465,0,2.9785861147190205
2011-10-21,20.09,20.875,19.868,20.85,14390247,0,3.0373539482448106
2011-10-24,20.808,21.613,20.766,21.391,15761288,0,3.062970272819668
2011-10-25,21.391,21.571,20.689,21.288,13276810,0,3.058143533675388
2011-10-26,21.424,21.648,21.143,21.398,20373947,0,3.0632974597164147
2011-10-27,22.15,22.665,21.579,22.538,21485224,0,3.1152027735301577
2011-10-28,22.452,22.734,22.264,22.647,12469713,0,3.1200273928255973
2011-10-31,22.402,22.402,21.932,22.136,10339393,0,3.0972052424846246
2011-11-01,21.253,21.321,19.908,19.977,29622640,0,2.994581611796595
2011-11-02,20.295,20.321,19.627,19.868,16765063,0,2.989110397245104
2011-11-03,20.439,20.644,19.489,20.576,23301884,0,3.024125348055209
2011-11-04,20.457,20.482,19.96,20.218,11038201,0,3.0065732967318657
2011-11-07,20.491,20.68,20.14,20.559,11420371,0,3.0232988012717965
2011-11-08,20.714,21.553,20.535,21.442,23200415,0,3.065351615434048
2011-11-09,19.755,20.183,18.967,19.104,38397634,0,2.9498977372101916
2011-11-10,19.215,19.567,18.779,19.435,18477434,0,2.9670755643041864
2011-11-11,19.653,19.78,19.026,19.276,18029255,0,2.9588607987780864
2011-11-14,19.318,19.944,19.276,19.686,15665742,0,2.9799077232070195
2011-11-15,19.531,20.147,19.352,19.995,16193281,0,2.995482242298782
2011-11-16,19.908,19.995,19.37,19.395,10766406,0,2.9650153008919307
2011-11-17,19.455,19.48,18.46,18.658,14703118,0,2.926275008538769
2011-11-18,18.847,18.992,18.514,18.563,7688201,0,2.921170352227086
2011-11-21,18.067,18.136,17.587,18.024,13724431,0,2.8917042031299434
2011-11-22,17.913,18.087,17.725,17.749,8481433,0,2.8763291763062093
2011-11-23,17.537,17.717,17.176,17.332,11094365,0,2.852554503877663
2011-11-25,17.315,17.734,17.306,17.417,3220395,0,2.8574467407496478
2011-11-28,17.939,18.349,17.682,17.758,10412750,0,2.876836118610135
2011-11-29,17.749,17.853,17.382,17.391,8942355,0,2.8559528310257054
2011-11-30,18.001,18.245,17.931,18.23,12982251,0,2.9030685886905716
2011-12-01,18.188,18.64,17.922,17.946,14031821,0,2.887367248875866
2011-12-02,18.265,18.61,18.093,18.224,11397310,0,2.902739406704826
2011-12-05,18.428,18.83,18.349,18.488,11399964,0,2.9171218729720794
2011-12-06,18.496,18.734,18.224,18.563,12432019,0,2.921170352227086
2011-12-07,18.514,18.933,18.393,18.788,10566654,0,2.9332183681647486
2011-12-08,18.554,18.633,17.853,17.964,13430020,0,2.8883697552254914
2011-12-09,18.041,18.324,18.033,18.112,7495386,0,2.8965747020207724
2011-12-12,17.692,17.897,17.605,17.811,7290955,0,2.879816243956648
2011-12-13,17.946,17.982,17.081,17.222,14723087,0,2.8461876362739735
2011-12-14,17.081,17.134,16.629,16.672,17573242,0,2.8137306655709566
2011-12-15,16.921,17.306,16.706,17.212,11807406,0,2.845606814976353
2011-12-16,17.263,17.571,17.1,17.255,10612663,0,2.8481019565499666
2011-12-19,17.228,17.323,16.27,16.312,18192826,0,2.791901033272154
2011-12-20,16.629,17.041,16.569,16.86,16257503,0,2.8249439525737094
2011-12-21,16.903,17.495,16.766,17.4,15217619,0,2.856470206220483
2011-12-22,17.341,17.853,17.271,17.725,8453290,0,2.874976072418191
2011-12-23,17.82,17.889,17.511,17.555,7530321,0,2.8653388096203956
2011-12-27,17.495,17.495,17.194,17.202,6824277,0,2.845025656129288
2011-12-28,17.194,17.237,16.921,17.006,8298721,0,2.8335662229636007
2011-12-29,16.997,17.341,16.878,17.306,7952593,0,2.8510532621845472
2011-12-30,17.212,17.442,17.169,17.357,8142748,0,2.8539958832387446
2012-01-03,17.811,18.136,17.767,18.024,10885567,0,2.8917042031299434
2012-01-04,18.024,18.3,17.767,18.112,9175219,0,2.8965747020207724
2012-01-05,18.067,19.087,17.946,18.985,20881397,0,2.9436491936837657
2012-01-06,19.07,19.722,19.044,19.627,21294773,0,2.976906169303942
2012-01-09,19.882,20.062,19.435,19.559,14120927,0,2.9734355385553806
2012-01-10,19.882,20.037,19.506,19.899,15810354,0,2.9906694792115287
2012-01-11,20.062,21.098,19.985,20.952,25630275,0,3.042234107205411
2012-01-12,20.85,21.253,20.345,21.126,19562723,0,3.0505045094009704
2012-01-13,20.781,21.107,20.474,20.799,15138982,0,3.034904908628463
2012-01-17,21.126,21.135,20.698,20.722,10960981,0,3.03119593782956
2012-01-18,20.781,21.048,20.568,20.988,10416030,0,3.0439508458244653
2012-01-19,21.107,21.391,20.937,21.253,17780729,0,3.056498061876554
2012-01-20,21.347,21.502,21.27,21.407,11557534,0,3.0637179713450853
2012-01-23,21.527,21.621,21.228,21.339,10421071,0,3.0605363844194877
2012-01-24,21.212,21.347,20.978,21.228,9751331,0,3.0553210649656486
2012-01-25,21.314,21.417,20.875,21.339,15697328,0,3.0605363844194877
2012-01-26,21.527,21.836,21.066,21.167,13529537,0,3.0524433651380334
2012-01-27,20.38,21.014,19.977,20.867,17265808,0,3.038168963751248
2012-01-30,20.604,21.039,20.509,20.747,7381161,0,3.0324016579110027
2012-01-31,21.057,21.057,20.509,20.568,10733798,0,3.0237364699635885
2012-02-01,20.835,21.048,20.614,20.867,15575794,0,3.038168963751248
2012-02-02,21.107,21.143,20.808,20.817,7790364,0,3.0357699605855215
2012-02-03,21.407,22.639,21.228,22.417,29803019,0,3.109819599591759
2012-02-06,22.665,22.975,22.221,22.861,20162735,0,3.129432401941834
2012-02-07,22.796,22.796,22.393,22.452,12570878,0,3.1113796970799528
2012-02-08,22.529,22.624,21.904,22.048,20461704,0,3.093221894831248
2012-02-09,22.229,22.452,21.836,22.041,8688549,0,3.09290435530625
2012-02-10,21.819,21.851,21.621,21.836,11466859,0,3.083559983919511
2012-02-13,22.264,22.264,21.586,21.698,12266388,0,3.077220090400259
2012-02-14,21.613,21.793,21.407,21.749,11545853,0,3.0795677794662235
2012-02-15,22.008,22.048,21.321,21.347,15559680,0,3.0609112145789625
2012-02-16,21.657,23.343,21.638,23.265,41250374,0,3.146950085296612
2012-02-17,23.222,23.701,23.128,23.41,20558521,0,3.1531632815028194
2012-02-21,23.351,23.591,23.11,23.172,10035349,0,3.1429446532343777
2012-02-22,23.205,23.232,22.717,22.734,12488271,0,3.123861601264519
2012-02-23,22.853,23.343,22.486,22.938,12029664,0,3.1327949239423307
2012-02-24,23.031,23.078,22.315,22.324,10983077,0,3.105662332926187
2012-02-27,22.315,22.734,21.895,22.657,10044507,0,3.120468854955317
2012-02-28,22.684,22.717,22.348,22.383,8813547,0,3.108301742157487
2012-02-29,22.34,22.734,22.195,22.281,14057463,0,3.103734297355269
2012-03-01,22.426,22.946,22.393,22.665,10389006,0,3.1208218843928126
2012-03-02,22.724,22.909,22.572,22.647,9883397,0,3.1200273928255973
2012-03-05,22.495,22.608,22.093,22.264,8934419,0,3.1029710242235895
2012-03-06,21.671,21.698,20.875,21.048,22272122,0,3.0468055437379915
2012-03-07,21.245,21.586,21.193,21.305,5632998,0,3.058941786951875
2012-03-08,21.757,21.914,21.494,21.793,10097747,0,3.081588817313674
2012-03-09,22.008,22.111,21.741,21.938,7384836,0,3.0882202929891425
2012-03-12,21.932,22.017,21.536,21.741,4678783,0,3.079199878795254
2012-03-13,21.819,22.348,21.689,22.324,9764449,0,3.105662332926187
2012-03-14,22.375,22.769,22.264,22.538,10606824,0,3.1152027735301577
2012-03-15,22.581,22.76,22.159,22.307,11834402,0,3.104900530554645
2012-03-16,22.264,22.324,21.63,21.895,13725092,0,3.0862583002533617
2012-03-19,21.836,22.008,21.613,21.741,6380306,0,3.079199878795254
2012-03-20,21.494,21.767,21.066,21.484,12635168,0,3.067308472043213
2012-03-21,21.562,21.828,21.494,21.657,7150343,0,3.075328727825134
2012-03-22,21.407,21.63,21.295,21.449,6546541,0,3.065678024240658
2012-03-23,21.442,21.68,21.212,21.553,6776589,0,3.0705150179976766
2012-03-26,21.664,21.946,21.527,21.904,9293155,0,3.086669268546093
2012-03-27,21.767,22.136,21.698,21.708,7745563,0,3.0776808562011584
2012-03-28,21.757,21.819,21.424,21.536,6028296,0,3.0697259534623176
2012-03-29,21.424,21.725,21.357,21.671,7512881,0,3.0759749612301936
2012-03-30,21.828,22.074,21.502,21.963,7049461,0,3.089359219332615
2012-04-02,22.289,23.041,22.246,22.916,16892953,0,3.1318353565463313
2012-04-03,22.82,23.145,21.638,21.869,30844845,0,3.085070108906186
2012-04-04,21.494,21.749,21.321,21.494,11428289,0,3.0677738264189616
2012-04-05,21.398,21.562,21.071,21.288,6694162,0,3.058143533675388
2012-04-09,20.739,20.893,20.576,20.722,9260949,0,3.03119593782956
2012-04-10,20.644,20.671,19.944,20.304,13845989,0,3.010817910972032
2012-04-11,20.414,20.791,20.397,20.576,10816576,0,3.024125348055209
2012-04-12,20.594,20.97,20.549,20.808,5888207,0,3.0353375281463504
2012-04-13,20.739,20.799,20.225,20.38,8537764,0,3.0145540277945786
2012-04-16,20.362,20.491,19.995,20.055,8791939,0,2.998478499222016
2012-04-17,20.2,21.014,20.166,20.585,11980631,0,3.024562655221868
2012-04-18,20.439,20.799,20.335,20.68,7302861,0,3.0291670496402285
2012-04-19,20.626,21.295,20.439,20.559,13088182,0,3.0232988012717965
2012-04-20,20.604,20.604,20.14,20.209,15121081,0,3.006128049736111
2012-04-23,19.839,19.952,19.608,19.653,18905280,0,2.978229998417849
2012-04-24,19.712,20.037,19.591,19.601,10139169,0,2.975580585343138
2012-04-25,19.824,20.002,19.601,19.96,6480366,0,2.993730270883318
2012-04-26,19.831,20.335,19.831,20.312,9497880,0,3.011211844402377
2012-04-27,20.389,20.626,19.985,20.147,11497868,0,3.003055393933772
2012-04-30,20.021,20.114,19.523,19.694,9668734,0,2.9803140208256105
2012-05-01,19.729,20.105,19.352,19.96,11856679,0,2.993730270883318
2012-05-02,19.858,19.908,19.378,19.635,16908573,0,2.977313688029973
2012-05-03,19.805,19.858,19.0,19.156,26646183,0,2.952615982480363
2012-05-04,19.01,19.189,18.685,19.146,17308145,0,2.9520938165241617
2012-05-07,18.726,19.267,18.71,19.189,9171490,0,2.954337198187605
2012-05-08,19.054,19.137,18.726,19.034,10878867,0,2.9462268536501517
