Date,Log_Close_XOM,Log_Close_CVX,Spread
1970-01-02,0.4035966970481369,-0.28262819814910195,-0.2291495014843209
1970-01-05,0.42507163774708273,-0.27220250160339454,-0.24353245148938507
1970-01-06,0.41976241280898885,-0.2930296787783762,-0.2582262154552593
1970-01-07,0.41462304589293003,-0.2930296787783762,-0.2522890285217703
1970-01-08,0.41462304589293003,-0.27220250160339454,-0.23146185134678865
1970-01-09,0.41976241280898885,-0.27220250160339454,-0.23739903828027764
1970-01-12,0.41462304589293003,-0.27220250160339454,-0.23146185134678865
1970-01-13,0.4091250689396515,-0.2930296787783762,-0.24593756199665573
1970-01-14,0.4091250689396515,-0.3137523001849649,-0.26666018340324443
1970-01-15,0.39830621090968493,-0.3137523001849649,-0.2541618380661794
1970-01-16,0.4035966970481369,-0.3137523001849649,-0.26027360352018386
1970-01-19,0.4035966970481369,-0.32517627687936135,-0.2716975802145803
1970-01-20,0.39830621090968493,-0.33589240475620386,-0.27630194263741836
1970-01-21,0.39830621090968493,-0.33589240475620386,-0.27630194263741836
1970-01-22,0.39292008060586947,-0.33589240475620386,-0.2700796855026028
1970-01-23,0.3763108906778132,-0.3471490312853284,-0.26214876091359973
1970-01-26,0.3817869807535873,-0.3471490312853284,-0.2684749429075149
1970-01-27,0.3763108906778132,-0.3471490312853284,-0.26214876091359973
1970-01-28,0.34238330322186766,-0.3925982424013408,-0.26840356691741263
1970-01-29,0.319253411289099,-0.3925982424013408,-0.24168305943094642
1970-01-30,0.31320360968185856,-0.4042158887077325,-0.24631175094205504
1970-02-02,0.3072640871795032,-0.4042158887077325,-0.23945019465154005
1970-02-03,0.3250501089205193,-0.4158185201876559,-0.2715998969291428
1970-02-04,0.3250501089205193,-0.3925982424013408,-0.2483796191428277
1970-02-05,0.319253411289099,-0.3925982424013408,-0.24168305943094642
1970-02-06,0.2952781490734088,-0.3925982424013408,-0.2139859488959533
1970-02-09,0.2892308724416313,-0.4042158887077325,-0.2186175573521975
1970-02-10,0.25231392861398955,-0.4525567156420149,-0.2243105640203401
1970-02-11,0.25843347209265727,-0.4280175125786758,-0.2068408841441733
1970-02-12,0.23325228546249754,-0.4525567156420149,-0.20228984814262346
1970-02-13,0.23325228546249754,-0.4525567156420149,-0.20228984814262346
1970-02-16,0.20048886074940356,-0.4402118444379992,-0.15209545572713074
1970-02-17,0.19400306156779248,-0.4402118444379992,-0.14460282039222755
1970-02-18,0.24592213820354927,-0.4158185201876559,-0.18018833564397135
1970-02-19,0.25843347209265727,-0.4042158887077325,-0.18303926027322998
1970-02-20,0.2892308724416313,-0.3925982424013408,-0.20699991104580578
1970-02-24,0.28322214172968746,-0.3925982424013408,-0.2000584028693153
1970-02-25,0.3013630595076449,-0.3471490312853284,-0.1755662515919849
1970-02-26,0.2710952688473819,-0.3471490312853284,-0.1405997792328752
1970-02-27,0.2710952688473819,-0.3471490312853284,-0.1405997792328752
1970-03-02,0.25843347209265727,-0.36961545521446726,-0.14843882677996473
1970-03-03,0.25231392861398955,-0.38111401724433336,-0.15286786562265858
1970-03-04,0.25843347209265727,-0.3925982424013408,-0.17142161396683825
1970-03-05,0.2710952688473819,-0.3925982424013408,-0.18604899034888756
1970-03-06,0.25843347209265727,-0.3925982424013408,-0.17142161396683825
1970-03-09,0.24592213820354927,-0.3925982424013408,-0.15696805785765622
1970-03-10,0.2648227783056983,-0.3925982424013408,-0.17880277705204128
1970-03-11,0.28322214172968746,-0.3925982424013408,-0.2000584028693153
1970-03-12,0.277025492263252,-0.3925982424013408,-0.19289980399041967
1970-03-13,0.277025492263252,-0.4042158887077325,-0.2045174502968114
1970-03-16,0.277025492263252,-0.4158185201876559,-0.2161200817767348
1970-03-17,0.277025492263252,-0.4158185201876559,-0.2161200817767348
1970-03-18,0.2892308724416313,-0.4042158887077325,-0.2186175573521975
1970-03-19,0.2892308724416313,-0.4280175125786758,-0.24241918122314082
1970-03-20,0.2892308724416313,-0.4280175125786758,-0.24241918122314082
1970-03-23,0.2892308724416313,-0.4402118444379992,-0.2546135130824642
1970-03-24,0.3072640871795032,-0.4280175125786758,-0.26325181852248336
1970-03-25,0.3250501089205193,-0.4158185201876559,-0.2715998969291428
1970-03-26,0.3308852297524291,-0.4402118444379992,-0.30273416879509474
1970-03-30,0.3366864993795944,-0.4402118444379992,-0.3094360102457272
1970-03-31,0.3250501089205193,-0.4280175125786758,-0.28379888932016273
1970-04-01,0.3308852297524291,-0.4042158887077325,-0.26673821306482803
1970-04-02,0.3308852297524291,-0.4280175125786758,-0.29053983693577135
1970-04-03,0.3366864993795944,-0.4158185201876559,-0.2850426859953839
1970-04-06,0.3308852297524291,-0.4042158887077325,-0.26673821306482803
1970-04-07,0.3072640871795032,-0.4280175125786758,-0.26325181852248336
1970-04-08,0.3072640871795032,-0.4158185201876559,-0.25105282613146346
1970-04-09,0.31320360968185856,-0.4158185201876559,-0.25791438242197845
1970-04-10,0.3072640871795032,-0.4280175125786758,-0.26325181852248336
1970-04-13,0.3013630595076449,-0.4280175125786758,-0.2564347328853323
1970-04-14,0.3013630595076449,-0.4402118444379992,-0.2686290647446557
1970-04-15,0.3072640871795032,-0.4402118444379992,-0.27544615038180675
1970-04-16,0.2892308724416313,-0.4525567156420149,-0.2669583842864799
1970-04-17,0.2710952688473819,-0.4525567156420149,-0.24600746358956166
1970-04-20,0.2648227783056983,-0.4525567156420149,-0.2387612502927154
1970-04-21,0.2710952688473819,-0.4525567156420149,-0.24600746358956166
1970-04-22,0.277025492263252,-0.4525567156420149,-0.2528582772310938
1970-04-23,0.277025492263252,-0.4525567156420149,-0.2528582772310938
1970-04-24,0.277025492263252,-0.4648966918775909,-0.2651982534666698
1970-04-27,0.2648227783056983,-0.47755204700306525,-0.26375658165376575
1970-04-28,0.25843347209265727,-0.4902063365632549,-0.2690297081287524
1970-04-29,0.2710952688473819,-0.47755204700306525,-0.271002794950612
1970-04-30,0.25843347209265727,-0.47755204700306525,-0.2563754185685627
1970-05-01,0.2710952688473819,-0.47755204700306525,-0.271002794950612
1970-05-04,0.2648227783056983,-0.5026921238692685,-0.28889665851996904
1970-05-05,0.2648227783056983,-0.5026921238692685,-0.28889665851996904
1970-05-06,0.277025492263252,-0.5026921238692685,-0.30299368545834743
1970-05-07,0.25843347209265727,-0.5026921238692685,-0.281515495434766
1970-05-08,0.25231392861398955,-0.5026921238692685,-0.27444597224759376
1970-05-11,0.24592213820354927,-0.5156706754291904,-0.28004049088550587
1970-05-12,0.2395679297283516,-0.5156706754291904,-0.2726998740064644
1970-05-13,0.22033962398147547,-0.5156706754291904,-0.2504866233282991
1970-05-14,0.22681679668050578,-0.5026921238692685,-0.2449907414712294
1970-05-15,0.25843347209265727,-0.47755204700306525,-0.2563754185685627
1970-05-18,0.2710952688473819,-0.4648966918775909,-0.2583474398251377
1970-05-19,0.24592213820354927,-0.4902063365632549,-0.25457615201957035
1970-05-20,0.24592213820354927,-0.5026921238692685,-0.267061939325584
1970-05-21,0.2395679297283516,-0.5156706754291904,-0.2726998740064644
1970-05-22,0.2395679297283516,-0.5156706754291904,-0.2726998740064644
1970-05-25,0.21365871210299467,-0.5156706754291904,-0.24276858658241796
1970-05-26,0.22033962398147547,-0.5156706754291904,-0.2504866233282991
1970-05-27,0.25231392861398955,-0.47755204700306525,-0.24930589538139047
1970-05-28,0.2892308724416313,-0.4525567156420149,-0.2669583842864799
1970-05-29,0.319253411289099,-0.4280175125786758,-0.27710232960828146
1970-06-01,0.319253411289099,-0.4042158887077325,-0.25330070573733815
1970-06-02,0.319253411289099,-0.4158185201876559,-0.26490333721726156
1970-06-03,0.319253411289099,-0.4042158887077325,-0.25330070573733815
1970-06-04,0.2952781490734088,-0.4402118444379992,-0.2615995509326117
1970-06-05,0.277025492263252,-0.4525567156420149,-0.2528582772310938
1970-06-08,0.277025492263252,-0.4648966918775909,-0.2651982534666698
1970-06-09,0.277025492263252,-0.47755204700306525,-0.27785360859214414
1970-06-10,0.2710952688473819,-0.47755204700306525,-0.271002794950612
1970-06-11,0.2710952688473819,-0.47755204700306525,-0.271002794950612
1970-06-12,0.277025492263252,-0.47755204700306525,-0.27785360859214414
1970-06-15,0.277025492263252,-0.47755204700306525,-0.27785360859214414
1970-06-16,0.3013630595076449,-0.4648966918775909,-0.2933139121842474
1970-06-17,0.3013630595076449,-0.4648966918775909,-0.2933139121842474
1970-06-18,0.31320360968185856,-0.4525567156420149,-0.2946525778763374
1970-06-19,0.3308852297524291,-0.4648966918775909,-0.32741901623468644
1970-06-22,0.3250501089205193,-0.47755204700306525,-0.33333342374455216
1970-06-23,0.31320360968185856,-0.47755204700306525,-0.3196479092373878
1970-06-24,0.3013630595076449,-0.5026921238692685,-0.331109344175925
1970-06-25,0.3072640871795032,-0.5026921238692685,-0.3379264298130761
1970-06-26,0.2892308724416313,-0.5026921238692685,-0.31709379251373354
1970-06-29,0.28322214172968746,-0.5026921238692685,-0.31015228433724307
1970-06-30,0.28322214172968746,-0.5026921238692685,-0.31015228433724307
1970-07-01,0.277025492263252,-0.5026921238692685,-0.30299368545834743
1970-07-02,0.28322214172968746,-0.5156706754291904,-0.32313083589716496
1970-07-06,0.25843347209265727,-0.5430045221302259,-0.32182789369572334
1970-07-07,0.25843347209265727,-0.5563461390678,-0.3351695106332974
1970-07-08,0.277025492263252,-0.5430045221302259,-0.34330608371930477
1970-07-09,0.28322214172968746,-0.5430045221302259,-0.3504646825982004
1970-07-10,0.3072640871795032,-0.5156706754291904,-0.35090498137299797
1970-07-13,0.31320360968185856,-0.5026921238692685,-0.34478798610359107
1970-07-14,0.3072640871795032,-0.5156706754291904,-0.35090498137299797
1970-07-15,0.319253411289099,-0.5156706754291904,-0.36475549245879607
1970-07-16,0.3539612652410489,-0.47755204700306525,-0.36673266188844755
1970-07-17,0.3652679183567514,-0.4525567156420149,-0.3547991948068833
1970-07-20,0.37073562758706663,-0.4525567156420149,-0.36111569493784484
1970-07-21,0.3652679183567514,-0.4525567156420149,-0.3547991948068833
1970-07-22,0.3481890402884343,-0.4525567156420149,-0.3350690425601113
1970-07-23,0.37073562758706663,-0.4158185201876559,-0.3243774994834859
1970-07-24,0.37073562758706663,-0.4280175125786758,-0.3365764918745058
1970-07-27,0.3763108906778132,-0.4280175125786758,-0.3430172422069471
1970-07-28,0.37073562758706663,-0.4402118444379992,-0.34877082373382917
1970-07-29,0.3763108906778132,-0.4402118444379992,-0.3552115740662705
1970-07-30,0.39292008060586947,-0.4280175125786758,-0.36220479332507477
1970-07-31,0.4035966970481369,-0.4158185201876559,-0.36233982352287486
1970-08-03,0.3873011374804933,-0.4280175125786758,-0.35571358219948646
1970-08-04,0.3817869807535873,-0.4158185201876559,-0.3371444318098424
1970-08-05,0.4035966970481369,-0.4158185201876559,-0.36233982352287486
1970-08-06,0.4035966970481369,-0.4158185201876559,-0.36233982352287486
1970-08-07,0.4407678998105515,-0.3925982424013408,-0.3820610953374429
1970-08-10,0.41462304589293003,-0.4042158887077325,-0.3634752384511266
1970-08-11,0.4091250689396515,-0.4158185201876559,-0.36872640340593543
1970-08-12,0.41462304589293003,-0.4158185201876559,-0.37507786993105
1970-08-13,0.39830621090968493,-0.4158185201876559,-0.3562280580688704
1970-08-14,0.4091250689396515,-0.4280175125786758,-0.38092539579695534
1970-08-17,0.41462304589293003,-0.4402118444379992,-0.3994711941813933
1970-08-18,0.43560626502015126,-0.4158185201876559,-0.3993184615174182
1970-08-19,0.4665602074679753,-0.3925982424013408,-0.41185732403823716
1970-08-20,0.45641167572626856,-0.3471490312853284,-0.3546841533304926
1970-08-21,0.4766067803793075,-0.33589240475620386,-0.3667576593692161
1970-08-24,0.4815615780794645,-0.32517627687936135,-0.3617654972344445
1970-08-25,0.4766067803793075,-0.3137523001849649,-0.3446175547979772
1970-08-26,0.47162731036183314,-0.33589240475620386,-0.3610051912527501
1970-08-27,0.4665602074679753,-0.32517627687936135,-0.34443535851625773
1970-08-28,0.47162731036183314,-0.32517627687936135,-0.3502890633759076
1970-08-31,0.4665602074679753,-0.3137523001849649,-0.3330113818218613
1970-09-01,0.45641167572626856,-0.32517627687936135,-0.3327113989245255
1970-09-02,0.4460950841940599,-0.3137523001849649,-0.3093693137464204
1970-09-03,0.4613412186670822,-0.3137523001849649,-0.3269822127392129
1970-09-04,0.4815615780794645,-0.3137523001849649,-0.3503415205400481
1970-09-08,0.4613412186670822,-0.3137523001849649,-0.3269822127392129
1970-09-09,0.45641167572626856,-0.3137523001849649,-0.32128742223012907
1970-09-10,0.45641167572626856,-0.33589240475620386,-0.343427526801368
1970-09-11,0.45126668390877106,-0.33589240475620386,-0.3374838417734892
