"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-10-23,25.05,25.05,25.02,25.02,200100,0",,,,,,,,,,,,,,,,,,
"2017-10-24,25.02,25.02,25.02,25.02,198500,0",,,,,,,,,,,,,,,,,,
"2017-10-27,25.02,25.02,25.02,25.02,501,0",,,,,,,,,,,,,,,,,,
