"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-10-23,18.22,18.38,17.5,18.25,3700,0",,,,,,,,,,,,,,,,,,
"2017-10-24,18.34,18.34,18.34,18.34,100,0",,,,,,,,,,,,,,,,,,
"2017-10-25,18,18.15,18,18.15,307,0",,,,,,,,,,,,,,,,,,
"2017-10-26,18.04,18.04,18.04,18.04,401,0",,,,,,,,,,,,,,,,,,
"2017-10-27,18.23,18.26,18.23,18.26,400,0",,,,,,,,,,,,,,,,,,
"2017-10-30,18.55,18.55,18.55,18.55,100,0",,,,,,,,,,,,,,,,,,
"2017-11-01,18.76,18.81,18.51,18.81,1100,0",,,,,,,,,,,,,,,,,,
