"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-11-09,84.75,84.88,84.69,84.76,20566,0",,,,,,,,,,,,,,,,,,
"2017-11-10,84.74,84.74,84.4,84.4,36317,0",,,,,,,,,,,,,,,,,,
