Date,Open,High,Low,Close,Volume,OpenInt,Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,Log Returns
2017-01-19,3.3,3.45,3.05,3.28,83189,0,,,,,3.28,,,,,,13.114754098360669,-0.6060606060606066,,
2017-01-20,3.25,3.3677,3.25,3.3358,54530,0,1.701219512195129,,,,3.2853142857142856,,,,,,3.621538461538466,2.639999999999996,,0.0168691082648834
2017-01-23,3.4,3.43,3.3,3.38,65273,0,1.3250194855806807,,,,3.2943319727891156,,,,,,3.9393939393939497,-0.5882352941176475,,0.0131631788339917
2017-01-24,3.45,3.45,3.1412,3.2874,87553,0,-2.739644970414201,,,,3.2936717849044377,,,,,,9.830637972749273,-4.713043478260878,,-0.0277787307046394
2017-01-25,3.33,3.3306,3.16,3.19,44469,0,-2.9628277666240765,3.29464,,,3.283798281580206,,,,,,5.398734177215185,-4.204204204204208,,-0.0300760619935347
2017-01-26,3.2,3.35,3.2,3.27,24525,0,2.5078369905956244,3.29264,,,3.2824841595249477,,,,,,4.687499999999997,2.187499999999995,,0.0247690681124089
2017-01-27,3.21,3.4,3.21,3.31,34003,0,1.2232415902140747,3.28748,,,3.2851047157606668,,,,,,5.919003115264796,3.1152647975077907,,0.0121582044798095
2017-01-30,3.31,3.3719,3.2,3.22,80874,0,-2.7190332326283984,3.25548,,,3.278904266640603,,,,,,5.371874999999998,-2.7190332326283944,,-0.0275668298326545
2017-01-31,3.3,3.4,3.3,3.36,148104,0,4.347826086956519,3.2700000000000005,,,3.2866276698176886,,,,,,3.030303030303033,1.81818181818182,,0.0425596144187959
2017-02-01,3.46,3.46,3.33,3.35,108837,0,-0.2976190476190465,3.3019999999999996,3.2983199999999995,,3.2926631298350517,,,,,,3.9039039039039007,-3.1791907514450832,,-0.0029806281381377
2017-02-02,3.4,3.4166,3.3648,3.38,36887,0,0.8955223880596996,3.3240000000000003,3.3083199999999997,,3.3009809269936183,,,2.4682385409244123,,,1.539467427484548,-0.5882352941176475,3.0487804878048808,0.0089153636579523
2017-02-03,3.38,3.4,3.33,3.36,36690,0,-0.591715976331364,3.3340000000000005,3.31074,,3.3066017910894643,,,2.432760445952178,,,2.102102102102098,-0.5917159763313614,0.7254631572636283,-0.0059347355198145
2017-02-06,3.4056,3.45,3.33,3.43,54561,0,2.083333333333348,3.376,3.3157400000000004,,3.318354001461896,,,2.4864538108759136,,,3.603603603603607,0.7164669955367623,1.479289940828421,0.0206192872027358
2017-02-07,3.4,3.4297,3.32,3.33,171817,0,-2.9154518950437303,3.37,3.3199999999999994,,3.319463144179811,,,2.5098608077562754,52.87356321839083,,3.3042168674698837,-2.05882352941176,1.2958569081949367,-0.029587957185496
2017-02-08,3.41,3.41,3.33,3.35,33726,0,0.6006006006006093,3.37,3.336,,3.322371416162686,,,2.2580097591890707,53.93258426966295,,2.4024024024024047,-1.759530791788858,5.0156739811912265,0.0059880418446226
2017-02-09,3.32,3.38,3.28,3.3,44137,0,-1.49253731343284,3.354,3.339,,3.320240805099573,,,2.2194496691013827,47.97557113775163,,3.048780487804881,-0.6024096385542175,0.917431192660545,-0.0150378773645405
2017-02-10,3.28,3.36,3.24,3.33,77715,0,0.909090909090926,3.3480000000000003,3.3409999999999997,,3.321170252232947,,,2.2041659689683812,47.12643678160921,,3.703703703703693,1.5243902439024473,0.6042296072507503,0.009049835519918
2017-02-13,3.36,3.36,3.2303,3.25,62556,0,-2.402402402402404,3.312,3.344,,3.3143921329726664,,,2.1613157048279974,47.818987637042234,,4.015106956010269,-3.2738095238095206,0.9316770186335256,-0.0243173076507063
2017-02-14,3.31,3.359,3.22,3.26,102283,0,0.3076923076922977,3.2979999999999996,3.3340000000000005,,3.3092119298324123,,,1.58180016625819,54.54545454545453,,4.316770186335397,-1.5105740181268963,-2.9761904761904767,0.00307219903697
2017-02-15,3.28,3.37,3.26,3.35,99217,0,2.7607361963190247,3.2979999999999996,3.3339999999999996,3.31616,3.313096507943611,3.434408167227368,3.197911832772632,1.852701884614938,55.12820512820513,72547.3,3.374233128834366,2.1341463414634236,0.0,0.0272331504583588
2017-02-16,3.34,3.51,3.34,3.485,53442,0,4.029850746268648,3.3349999999999995,3.3445,3.32641,3.3294682690918385,3.4652136386600265,3.1876063613399737,2.24229030229114,59.999999999999986,71059.95,5.089820359281435,4.341317365269462,3.106508875739644,0.039507698375512
2017-02-17,3.52,3.619,3.5,3.5609,81443,0,2.177905308464867,3.3811800000000005,3.3645899999999997,3.337665,3.351509386321187,3.511706450295763,3.1636235497042366,2.28655223224309,69.79904750842141,72405.6,3.4000000000000066,1.1619318181818228,5.979166666666669,0.0215452776894085
2017-02-21,3.61,3.65,3.47,3.6458,32219,0,2.3842287062259437,3.46034,3.38617,3.350955,3.3795370638144075,3.5726717322698516,3.129238267730148,2.310014210936524,67.73392901464382,70752.9,5.187319884726216,0.9916897506925224,6.291545189504366,0.0235624982147884
2017-02-22,3.61,3.63,3.41,3.52,59289,0,-3.450545833561902,3.5123399999999996,3.4051699999999996,3.362585,3.3929144863082734,3.5944351355799067,3.1307348644200936,2.405638606145122,59.22309027777777,69339.7,6.451612903225799,-2.4930747922437635,5.705705705705699,-0.0351148305066783
