Date,Open,High,Low,Close,Volume,OpenInt,Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,Log Returns
2014-12-18,24.56,27.38,23.5,23.88,9515623,0,,,,,23.88,,,,,,16.510638297872333,-2.76872964169381,,
2014-12-19,22.87,23.2,19.71,19.77,2224925,0,-17.211055276381902,,,,23.48857142857143,,,,,,17.706747843734135,-13.554875382597295,,-0.1888756513418757
2014-12-22,20.28,21.34,19.97,20.11,649311,0,1.7197774405665056,,,,23.16680272108844,,,,,,6.860290435653485,-0.8382642998027698,,0.017051566602035
2014-12-23,20.0,20.1,18.2,19.12,740955,0,-4.92292391844853,,,,22.781392938127635,,,,,,10.43956043956045,-4.399999999999995,,-0.0504822961613054
2014-12-24,19.915,19.915,18.8,19.3,138524,0,0.9414225941422494,20.436,,,22.449831705925003,,,,,,5.9308510638297784,-3.088124529249302,,0.0093701882875845
2014-12-26,19.54,21.36,19.3,21.31,808378,0,10.414507772020707,19.922,,,22.34127630536072,,,,,,10.673575129533672,9.058341862845444,,0.0990713501996857
2014-12-29,21.46,23.67,21.07,23.48,1327754,0,10.18301267010795,20.664,,,22.44972618104065,,,,,,12.339819648789756,9.412861136999066,,0.0969725488493701
2014-12-30,23.8,24.38,21.78,23.0,577314,0,-2.044293015332199,21.242,,,22.50213321141773,,,,,,11.937557392102836,-3.3613445378151288,,-0.020654779030746
2014-12-31,22.66,24.0,22.624,23.04,354843,0,0.1739130434782465,22.026,,,22.553358619854137,,,,,,6.082036775106088,1.6769638128861386,,0.0017376198985406
2015-01-02,23.69,24.0,22.05,22.86,383850,0,-0.78125,22.738,21.587,,22.582562560820406,,,,,,8.843537414965983,-3.5035880118193403,,-0.0078431774610258
2015-01-05,23.27,25.47,21.61,25.03,511064,0,9.49256342957132,23.482,21.702,,22.815651840742273,,,8.33359018305944,,,17.86210087922258,7.563386334336061,4.8157453936348515,0.0906864470770184
2015-01-06,25.5,27.13,24.05,26.19,898383,0,4.634438673591701,24.024,22.344,,23.13701833210015,,,5.454567359222063,,,12.8066528066528,2.7058823529411815,32.473444613050084,0.0453025530759377
2015-01-07,26.8,28.97,26.45,27.0,602795,0,3.092783505154628,24.824,23.033,,23.504921348090612,,,5.43654019273767,,,9.527410207939509,0.7462686567164152,34.26156141223273,0.0304592074847084
2015-01-08,27.44,28.9,27.11,28.64,353291,0,6.074074074074076,25.944,23.985,,23.99397645779627,,,4.6902151269868835,64.61916461916462,,6.602729620066393,4.373177842565594,49.7907949790795,0.0589674760881158
