"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-11-07,24.709,24.709,24.48,24.48,320,0",,,,,,,,,,,,,,,,,,
"2017-11-08,24.64,24.64,24.64,24.64,224,0",,,,,,,,,,,,,,,,,,
"2017-11-09,24.56,24.68,24.56,24.56,2300,0",,,,,,,,,,,,,,,,,,
"2017-11-10,24.2,24.2,24.2,24.2,269,0",,,,,,,,,,,,,,,,,,
