"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-10-16,52.37,52.37,52.3245,52.3245,1795,0",,,,,,,,,,,,,,,,,,
"2017-10-19,52.14,52.14,52.14,52.14,1900,0",,,,,,,,,,,,,,,,,,
"2017-10-20,52.19,52.19,52.19,52.19,304,0",,,,,,,,,,,,,,,,,,
"2017-10-30,51.99,52.051,51.99,52.03,1600,0",,,,,,,,,,,,,,,,,,
"2017-11-03,52.52,52.55,52.52,52.55,536,0",,,,,,,,,,,,,,,,,,
