Date,Open,High,Low,Close,Volume,OpenInt,Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,Log Returns
2015-12-30,24.4,24.4,24.4,24.4,1134,0,,,,,24.4,,,,,,0.0,0.0,,
2015-12-31,24.206,24.235,24.177,24.235,7321,0,-0.6762295081967129,,,,24.384285714285713,,,,,,0.2398974231707814,0.1198050070230517,,-0.0067852630018167
2016-01-04,23.673,23.673,23.673,23.673,103,0,-2.318960181555607,,,,24.31654421768707,,,,,,0.0,0.0,,-0.0234627110903317
2016-01-05,23.663,23.663,23.663,23.663,103,0,-0.0422422168715352,,,,24.254301911240685,,,,,,0.0,0.0,,-0.0004225114140933
2016-01-06,23.236,23.353,23.236,23.275,1822,0,-1.6396906562988756,23.8492,,,24.161035062551097,,,,,,0.5035290067137239,0.1678430022378977,,-0.0165328236297835
2016-01-07,23.023,23.023,22.819,22.819,4537,0,-1.959183673469389,23.533,,,24.033222199450993,,,,,,0.893991848897851,-0.8860704512878453,,-0.0197863008988438
2016-01-08,22.839,22.926,22.736,22.736,1701,0,-0.3637319777378467,23.2332,,,23.90967722807471,,,,,,0.8356790992258871,-0.4509829677306273,,-0.003643950909542
2016-01-11,22.635,22.635,22.635,22.635,103,0,-0.4442294159042848,23.0256,,,23.7882793968295,,,,,,0.0,0.0,,-0.0044521904668228
2016-01-12,22.732,22.732,22.732,22.732,221,0,0.4285398718798294,22.8394,,,23.687681359036212,,,,,,0.0,0.0,,0.0042762425469531
2016-01-14,22.354,22.354,22.354,22.354,309,0,-1.6628541263417174,22.6552,23.2522,,23.56066408674705,,,,,,0.0,0.0,,-0.0167683474714552
2016-01-15,21.956,21.956,21.811,21.811,619,0,-2.429095463899078,22.4536,22.9933,,23.39402941181876,,,1.0112950634937532,,,0.6648021640456631,-0.6604117325560193,-10.61065573770491,-0.0245908462737043
2016-01-19,22.102,22.189,22.092,22.092,3506,0,1.2883407454953977,22.324800000000003,22.779,,23.270026610693165,,,1.2642698266348302,,,0.4390729675900838,-0.0452447742285836,-8.84258304105633,0.0128011223492257
2016-01-21,21.849,21.849,21.849,21.849,119,0,-1.099945681694725,22.1676,22.5966,,23.1346907430081,,,1.168960807215324,,,0.0,0.0,-7.704980357369151,-0.0110603981350532
2016-01-26,22.548,22.548,22.548,22.548,722,0,3.1992310860908812,22.1308,22.4851,,23.078815434150187,,,1.7197529363405786,26.88467299051416,,0.0,0.0,-4.711997633436171,0.0314912163154406
2016-01-29,22.897,22.897,22.897,22.897,103,0,1.5478091183253495,22.2394,22.4473,,23.061499678516835,,,1.7730774622129073,32.74397244546495,,0.0,0.0,-1.6240601503759389,0.0153595273922315
2016-02-01,22.897,22.92,22.893,22.92,4264,0,0.1004498405904774,22.4612,22.4574,,23.048023518658088,,,1.6552137599107517,34.39354379302161,,0.1179399816537851,0.1004498405904845,0.4426136114641377,0.0010039942349787
2016-02-02,22.557,22.557,22.47,22.47,206,0,-1.9633507853403231,22.5368,22.4308,,22.99297365973827,,,1.7734073318512331,35.33284564740306,,0.3871829105473954,-0.3856895863811665,-1.169950738916259,-0.0198288056493011
2016-02-05,22.819,22.819,22.819,22.819,103,0,1.553182020471744,22.7308,22.4492,,22.976404739763197,,,1.8419294681123584,40.49549549549547,,0.0,0.0,0.8129003755246167,0.0154124360670491
2016-02-08,21.956,21.966,21.956,21.966,758,0,-3.73811297602874,22.6144,22.3726,,22.88017571692861,,,2.195702864490253,36.65647298674823,,0.0455456367280085,0.0455456367280085,-3.369699102586654,-0.0380977188981327
2016-02-09,21.752,21.84,21.752,21.84,206,0,-0.5736137667304075,22.403,22.321199999999997,22.7867,22.78111136293541,24.29324349597453,21.280156504025474,2.1482128158663736,39.30054644808743,1398.0,0.4045605001838956,0.4045605001838956,-2.299364766932088,-0.0057526524894499
2016-02-11,21.529,21.529,21.52,21.52,1031,0,-1.465201465201471,22.123,22.2921,22.6427,22.661005518846324,24.04705564546427,21.238344354535737,2.057358438133466,37.36492103075643,1392.85,0.0418215613382915,-0.0418040782200768,-1.334189170601996,-0.0147604155831206
2016-02-24,22.17,22.412,22.17,22.412,639,0,4.1449814126393925,22.111399999999996,22.3241,22.55155,22.637290707527622,23.74094674669667,21.36215325330333,2.437148672266831,48.00999464572548,1058.75,1.091565178168684,1.091565178168684,1.4484881405033567,0.0406137944094543
2016-03-01,22.848,22.848,22.848,22.848,103,0,1.94538640014279,22.117200000000004,22.424,22.5103,22.65735825919166,23.58790535692022,21.43269464307978,2.450980902083786,50.976102322450345,1058.75,0.0,0.0,4.572291638061232,0.0192670564541358
2016-03-02,23.071,23.12,23.071,23.12,490,0,1.1904761904762085,22.348,22.4812,22.48315,22.701419377363884,23.46123971173943,21.505060288260573,2.279206335385228,56.56271418779988,1078.1,0.2123878462138593,0.2123878462138593,2.5368103601206338,0.011834457647003
2016-03-04,23.617,23.617,23.617,23.617,103,0,2.1496539792387637,22.7034,22.553199999999997,22.50025,22.788617531900655,23.54623216247244,21.45426783752756,2.324078280157782,65.59585492227978,992.15,0.0,0.0,3.1445167489190906,0.0212687478908378
2016-03-08,23.324,23.324,23.324,23.324,103,0,-1.2406317483168894,23.0642,22.5936,22.5255,22.839606338386307,23.626799232724693,21.42420076727531,2.3771635996293212,60.61702861082387,770.45,0.0,0.0,1.7626527050610852,-0.0124839183351049
2016-03-11,23.896,23.896,23.876,23.876,206,0,2.3666609500943236,23.357,22.7342,22.5825,22.938310496635232,23.83701982846028,21.32798017153972,2.3332189428418615,66.58484699721814,695.7,0.0837661249790566,-0.0836960160696333,6.257231864708501,0.0233908969464938
2016-03-15,23.76,23.76,23.76,23.76,567,0,-0.4858435248785375,23.539400000000004,22.8283,22.63875,23.01656663981283,23.999563514429013,21.27793648557099,2.3329914794035584,60.96237337192476,718.9,0.0,0.0,4.123756518690569,-0.0048702758119592
