Date,Open,High,Low,Close,Volume,OpenInt,Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,Log Returns
2014-07-31,25.0,28.95,24.05,27.99,6316019,0,,,,,27.99,,,,,,20.374220374220368,11.959999999999994,,
2014-08-01,26.95,27.15,25.0,25.16,465943,0,-10.110753840657372,,,,27.72047619047619,,,,,,8.599999999999994,-6.641929499072353,,-0.1065918716951223
2014-08-04,24.98,26.4,24.0,24.25,141252,0,-3.616852146263916,,,,27.38995464852608,,,,,,9.999999999999991,-2.922337870296239,,-0.0368388144487476
2014-08-05,24.13,24.14,22.0,22.6,144543,0,-6.804123711340204,,,,26.93376849152359,,,,,,9.72727272727273,-6.340654786572722,,-0.0704667111052519
2014-08-06,22.95,24.86,22.06,23.37,139246,0,3.4070796460176966,24.674,,,26.594361968521348,,,,,,12.692656391659115,1.8300653594771312,,0.0335032422725263
2014-08-07,25.0,25.0,22.82,23.0,73740,0,-1.5832263585793815,23.676,,,26.252041781043125,,,,,,9.55302366345311,-8.0,,-0.0159589326216169
2014-08-08,23.21,24.74,23.01,23.54,80289,0,2.347826086956517,23.351999999999997,,,25.99375208761045,,,,,,7.518470230334623,1.4218009478672913,,0.0232068859029809
2014-08-11,23.55,24.74,23.55,23.75,43655,0,0.8920985556499561,23.252,,,25.780061412599927,,,,,,5.05307855626326,0.8492569002123113,,0.0088814286485195
2014-08-12,23.5,24.13,22.51,23.91,124364,0,0.6736842105263152,23.514,,,25.60196032568565,,,,,,7.1968014215903935,1.7446808510638303,,0.0067142509895831
2014-08-13,24.0,25.44,24.0,24.38,104143,0,1.965704726056039,23.716,24.195,,25.485583151810825,,,,,,6.000000000000005,1.5833333333333293,,0.019466342582892
2014-08-14,24.99,27.15,23.91,26.17,64083,0,7.342083675143574,24.35,24.013,,25.550765708781224,,,5.134219399316048,,,13.550815558343782,4.721888755502214,-6.502322257949256,0.0708505924889291
2014-08-15,26.81,29.8,26.81,27.26,76631,0,4.165074512800926,25.094,24.223,,25.713549926992535,,,4.050339649083938,,,11.15255501678479,1.6784781797836736,8.346581875993643,0.0408067097263321
2014-08-18,28.9,28.9,27.31,28.3,43334,0,3.815113719735863,26.004,24.628,,25.9598785053742,,,3.808366438900219,,,5.822043207616258,-2.076124567474041,16.70103092783506,0.0374413783808052
2014-08-19,28.0,31.31,27.8,30.85,105040,0,9.010600706713776,27.392000000000003,25.453,,26.425604362005227,,,3.1466038780340844,59.94436717663422,,12.625899280575531,10.178571428571434,36.504424778761056,0.0862749457022048
2014-08-20,30.93,32.375,29.851,31.58,177705,0,2.3662884927066363,28.832,26.274,,26.916499184671395,,,3.156323703246004,61.87954996690934,,8.455328129710901,2.1015195602974415,35.13050919982883,0.0233872584760991
2014-08-21,31.35,31.78,30.02,30.15,112307,0,-4.528182393920199,29.627999999999997,26.988999999999997,,27.22445164327412,,,3.727493886843008,68.19839533187454,,5.862758161225854,-3.8277511961722577,31.08695652173912,-0.0463390856543015
2014-08-22,30.16,30.92,30.01,30.52,109691,0,1.2271973466003283,30.28,27.687,,27.538313391533727,,,3.7594744601288537,73.80410022779043,,3.0323225591469516,1.1936339522546402,29.65165675446049,0.0121972832430617
2014-08-25,31.19,31.57,29.04,30.25,385717,0,-0.8846657929226676,30.67,28.337,,27.796569259006706,,,3.8936340030596903,82.44274809160305,,8.712121212121216,-3.013786470022447,27.368421052631575,-0.0088860219394057
2014-08-26,29.98,30.9,28.18,29.27,128227,0,-3.239669421487601,30.354000000000003,28.873,,27.93689599624416,,,4.27707173346472,74.58333333333333,,9.652235628105036,-2.368245496998002,22.417398578000824,-0.0329330837730559
2014-08-27,29.88,29.92,28.451,29.48,42531,0,0.7174581482746856,29.934000000000005,29.383,26.789,28.083858282316147,32.96101459902083,20.616985400979168,4.300354774848382,77.36486486486487,443923.0,5.163263154194936,-1.3386880856760328,20.91878589007383,0.0071489666173413
2014-08-28,29.0,29.5,28.24,29.43,45356,0,-0.1696065128900969,29.79,29.709000000000003,26.861,28.212062255428897,33.124918060901194,20.597081939098807,3.900871331918877,75.94713656387665,130389.85,4.461756373937683,1.482758620689654,12.457011845624756,-0.0016975050757544
2014-08-29,29.4,31.19,28.8,29.63,55644,0,0.6795786612300292,29.612,29.946,27.0845,28.34710394538805,33.41153630628532,20.757463693714683,3.7645984381456783,75.92592592592592,109874.9,8.298611111111114,0.7823129251700695,8.694057226705777,0.0067727993400923
2014-09-02,29.7,31.49,29.31,30.24,98943,0,2.058724265946666,29.610000000000003,30.140000000000004,27.384000000000004,28.527379760112993,33.71317854485332,21.054821455146687,3.6527616363737687,76.84478371501271,107759.45,7.437734561583078,1.8181818181818152,6.855123674911656,0.0203781897258582
2014-09-03,30.19,31.1,30.01,30.6,81839,0,1.1904761904762085,29.876,30.115,27.784,28.724772163911755,33.84568085079065,21.722319149209348,2.2488234372173603,76.62671232876713,104624.25,3.632122625791402,1.3580655846306728,-0.8103727714748765,0.011834457647003
2014-09-04,30.9,31.59,29.96,30.55,90907,0,-0.1633986928104569,30.089999999999996,30.012,28.143,28.89860338639635,33.94905165232567,22.33694834767433,2.0818701359074017,72.03219315895372,102207.3,5.440587449933241,-1.132686084142388,-3.2615579480683943,-0.0016353233407307
2014-09-05,30.32,31.6,30.29,31.05,58295,0,1.6366612111292866,30.414,30.101999999999997,28.545499999999997,29.10349830197765,33.95277959620907,23.13822040379093,1.535449671177055,70.26737967914437,101435.05,4.324859689666565,2.407651715039579,2.9850746268656803,0.0162341227618833
2014-09-08,31.2,31.404,29.56,29.85,52737,0,-3.864734299516903,30.458,30.035000000000004,28.861,29.174593701789306,33.750076546106044,23.97192345389396,1.9766615147032551,58.14931650893797,100057.45,6.238159675236811,-4.3269230769230695,-2.1952817824377413,-0.0394139685408766
2014-09-09,29.97,30.51,28.6,29.99,75101,0,0.4690117252931225,30.408,30.008999999999997,29.173,29.25225144447603,33.4464189443213,24.899581055678706,1.971206293150154,43.94366197183097,101629.75,6.678321678321679,0.0667334000667319,-0.8595041322314145,0.0046791529223065
2014-09-10,29.69,31.49,29.61,30.74,54753,0,2.5008336112037455,30.436,30.156,29.5145,29.393941783097365,33.043892224404104,25.985107775595893,1.770790251591296,44.101123595505626,98149.2,6.349206349206346,3.5365442910070635,5.022207037922777,0.0247007453495321
2014-09-11,30.95,32.6,30.22,32.43,159249,0,5.497722836694874,30.812,30.451,29.91699999999999,29.68309018470714,32.74787563169158,27.08612436830841,2.376120752230908,65.44715447154472,100904.5,7.87557908669756,4.781906300484654,10.0067842605156,0.0535191822087769
