"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-11-08,38.84,39,38.84,38.84,1560394,0",,,,,,,,,,,,,,,,,,
"2017-11-09,36.82,37.17,36.5,37.02,355731,0",,,,,,,,,,,,,,,,,,
"2017-11-10,36.75,37.05,36.35,36.99,67030,0",,,,,,,,,,,,,,,,,,
