"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-11-02,25.37,25.3982,25.37,25.3801,101954,0",,,,,,,,,,,,,,,,,,
"2017-11-03,25.39,25.41,25.39,25.3949,88986,0",,,,,,,,,,,,,,,,,,
"2017-11-06,25.39,25.41,25.39,25.39,28294,0",,,,,,,,,,,,,,,,,,
"2017-11-07,25.39,25.4,25.39,25.3901,65956,0",,,,,,,,,,,,,,,,,,
"2017-11-08,25.39,25.41,25.39,25.41,33713,0",,,,,,,,,,,,,,,,,,
"2017-11-09,25.39,25.41,25.39,25.391,80134,0",,,,,,,,,,,,,,,,,,
"2017-11-10,25.4,25.41,25.4,25.4023,61389,0",,,,,,,,,,,,,,,,,,
