"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-11-07,26.25,26.25,26.125,26.1557,2674,0",,,,,,,,,,,,,,,,,,
"2017-11-08,26.37,26.43,26.37,26.41,6980,0",,,,,,,,,,,,,,,,,,
"2017-11-09,26.09,26.1772,25.96,26.1772,2840,0",,,,,,,,,,,,,,,,,,
"2017-11-10,25.96,25.98,25.95,25.95,2294,0",,,,,,,,,,,,,,,,,,
