"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-10-31,100.13,100.14,100.13,100.14,67200,0",,,,,,,,,,,,,,,,,,
"2017-11-01,100.14,100.14,100.14,100.14,0,0",,,,,,,,,,,,,,,,,,
"2017-11-03,100.14,100.14,100.14,100.14,3003,0",,,,,,,,,,,,,,,,,,
"2017-11-06,100.14,100.14,75.69,80.27,31200,0",,,,,,,,,,,,,,,,,,
"2017-11-07,87.89,93.21,87.89,90.42,1700,0",,,,,,,,,,,,,,,,,,
