"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-10-19,0.43,0.4558,0.41,0.4558,800,0",,,,,,,,,,,,,,,,,,
"2017-10-20,0.48,0.5015,0.37,0.41,15600,0",,,,,,,,,,,,,,,,,,
"2017-10-23,0.39,0.39,0.38,0.38,2300,0",,,,,,,,,,,,,,,,,,
"2017-10-24,0.38,0.39,0.38,0.39,3000,0",,,,,,,,,,,,,,,,,,
"2017-10-25,0.39,0.39,0.3301,0.3301,3400,0",,,,,,,,,,,,,,,,,,
