"Date,Open,High,Low,Close,Volume,OpenInt",Daily Return,MA-5,MA-10,MA-20,EMA,BB_upper,BB_lower,Volatility-10,RSI,Volume MA-20,High-Low,Close-Open,ROC-10,P/B Ratio,P/E Ratio,Log Returns,Dividend Yield,Sector
"2017-11-06,25.22,25.28,25.16,25.25,1975698,0",,,,,,,,,,,,,,,,,,
"2017-11-07,25.29,25.37,25.25,25.34,2261124,0",,,,,,,,,,,,,,,,,,
"2017-11-08,25.34,25.4,25.28,25.4,1345636,0",,,,,,,,,,,,,,,,,,
"2017-11-09,25.4,25.4,25.2744,25.33,1630536,0",,,,,,,,,,,,,,,,,,
"2017-11-10,25.3,25.33,25.26,25.29,1098846,0",,,,,,,,,,,,,,,,,,
